Date,AAPL,AMZN,BAC,CVX,GLD,GOOGL,GS,IBIT,JNJ,JPM,META,MSFT,NVDA,PFE,SLV,TLT,TSLA,UNH,USO,WMT,XOM
2019-02-05,41.327171325683594,82.94049835205078,24.025787353515625,86.21544647216797,124.27999877929688,57.08729553222656,166.61444091796875,,107.95889282226562,85.16923522949219,169.67001342773438,99.8752670288086,3.713031053543091,28.30409812927246,14.869999885559082,97.95948028564453,21.42333221435547,234.30726623535156,90.31999969482422,28.589635848999023,53.869388580322266
2019-02-06,41.34140396118164,82.01300048828125,23.984046936035156,85.7824935913086,123.44000244140625,55.651031494140625,165.44483947753906,,108.0563735961914,85.12818908691406,169.00588989257812,98.76679992675781,3.788555383682251,28.45197105407715,14.680000305175781,98.00802612304688,21.148000717163086,237.1139373779297,90.55999755859375,28.60160255432129,53.63420486450195
2019-02-07,40.55841827392578,80.71849822998047,23.574987411499023,85.3134536743164,123.73999786376953,54.80949783325195,162.4576416015625,,107.28455352783203,84.01219177246094,164.931640625,98.05885314941406,3.6503846645355225,28.028518676757812,14.770000457763672,98.65584564208984,20.500667572021484,236.674072265625,88.55999755859375,28.927576065063477,53.220882415771484
2019-02-08,40.606082916259766,79.41100311279297,23.616729736328125,84.84442901611328,124.20999908447266,54.63454055786133,161.2796630859375,,107.56889343261719,83.17520141601562,165.8733673095703,98.43145751953125,3.6689555644989014,28.38475227355957,14.829999923706055,99.07695007324219,20.386667251586914,230.42724609375,88.63999938964844,28.58365821838379,53.30735778808594
2019-02-11,40.37255859375,79.55000305175781,23.71691131591797,84.38982391357422,123.5999984741211,54.62165069580078,160.99362182617188,,107.24394226074219,82.78131866455078,164.34677124023438,98.04022979736328,3.6263654232025146,28.01507568359375,14.720000267028809,98.68826293945312,20.856000900268555,226.23927307128906,88.08000183105469,28.769073486328125,53.39380645751953
2019-02-12,40.720455169677734,81.90049743652344,23.950651168823242,85.66702270507812,123.86000061035156,55.88347625732422,163.6525421142578,,108.99879455566406,84.19274139404297,163.60330200195312,99.56788635253906,3.743241310119629,28.142780303955078,14.729999542236328,98.43717956542969,20.78733253479004,231.8349609375,89.27999877929688,28.999347686767578,54.3305549621582
2019-02-13,40.551273345947266,82.0,23.959007263183594,86.2803726196289,123.37000274658203,55.93550491333008,163.82086181640625,,109.23442840576172,84.59480285644531,162.64178466796875,99.49337768554688,3.7855844497680664,28.028518676757812,14.59000015258789,98.06468200683594,20.544666290283203,232.0989532470703,90.72000122070312,29.2894287109375,54.94301223754883
2019-02-14,40.699012756347656,81.13249969482422,23.700206756591797,86.12003326416016,124.05999755859375,55.96376037597656,162.00331115722656,,109.12066650390625,84.04501342773438,162.52279663085938,99.57718658447266,3.8264410495758057,28.209999084472656,14.649999618530273,98.6234359741211,20.251333236694336,233.44505310058594,91.83999633789062,29.462888717651367,54.95744323730469
2019-02-15,40.60845947265625,80.39749908447266,24.30127716064453,86.98736572265625,124.80000305175781,55.48946762084961,167.02676391601562,,110.8024673461914,86.61347961425781,161.0854034423828,100.80677795410156,3.8960208892822266,28.499011993408203,14.819999694824219,98.77730560302734,20.525333404541016,238.548095703125,93.68000030517578,29.902498245239258,55.995052337646484
2019-02-19,40.72999572753906,81.37899780273438,24.317968368530273,86.95820617675781,126.69999694824219,55.83043670654297,167.1697998046875,,110.2418441772461,86.30986785888672,160.87722778320312,100.76020812988281,3.8786873817443848,28.633455276489258,15.020000457763672,99.02832794189453,20.375999450683594,237.9145965576172,94.23999786376953,30.563398361206055,56.369747161865234
